label,i,j,relative_distance,stage,prior_weight
pairwise_delta_difference,0,104,0.4363451026957796,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,2,0.1943242559919259,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,3,0.3315236790440788,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,4,0.4333494347685972,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,5,0.5030116887917586,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,6,0.5593825718344145,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,7,0.6044289186796175,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,8,0.6411296264066184,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,9,0.6719526945175746,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,10,0.6988168239718364,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,11,0.7199560214171342,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,12,0.7390423479943817,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,13,0.7557894458815093,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,14,0.3236715295803313,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,15,0.07281716923625818,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,16,0.21856429412521175,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,17,0.3541429101388002,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,18,0.443915228639681,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,19,0.5144117885494943,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,20,0.5693137112767687,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,21,0.6130825023394417,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,22,0.6492204075782436,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,23,0.6802518340039249,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,24,0.7043575339706443,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,25,0.7259019361446084,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,26,0.7446297217043247,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,27,0.3667040116141233,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,28,0.13479494145290236,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,29,0.25299505417387536,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,30,0.36742007663596965,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,31,0.4570774050623394,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,32,0.5253291302784214,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,33,0.5785161066122927,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,34,0.6216036070686766,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,35,0.6579877351029044,01_spatial_tv_prior_init,0.05
pairwise_delta_difference,1,36,0.6858425928643713,01_spatial_tv_prior_init,0.05
