frame_index,frc_bin,frc_source,normalized_spatial_frequency,uv_radius_midpoint,frc,sample_count
12,8,image,0.53125,,0.7300669277940008,56
12,9,image,0.59375,,0.49218060069537234,56
12,10,image,0.65625,,0.5028427773210918,68
12,11,image,0.71875,,0.5290119137978656,64
12,12,image,0.78125,,0.2806640056016048,80
12,13,image,0.84375,,-0.14031473141317546,92
12,14,image,0.90625,,0.14230024551394932,88
12,15,image,0.96875,,-0.0025109908372682958,98
13,0,image,0.03125,,1.0,1
13,1,image,0.09375,,0.9999545412017954,8
13,2,image,0.15625,,0.999820589043874,16
13,3,image,0.21875,,0.9980730823301227,20
13,4,image,0.28125,,0.9850128625403723,24
13,5,image,0.34375,,0.9190243488803087,40
13,6,image,0.40625,,0.7252361094323703,36
13,7,image,0.46875,,0.7765602076117011,48
13,8,image,0.53125,,0.8099506281772532,56
13,9,image,0.59375,,0.3503242457686575,56
13,10,image,0.65625,,0.4624753244945229,68
13,11,image,0.71875,,0.5723013927238662,64
13,12,image,0.78125,,0.37134753744379423,80
13,13,image,0.84375,,0.02040161232392364,92
13,14,image,0.90625,,0.4786159480708039,88
13,15,image,0.96875,,0.4204960379406994,98
14,0,image,0.03125,,0.9999999999999999,1
14,1,image,0.09375,,0.9999296211665216,8
14,2,image,0.15625,,0.9998129587875464,16
14,3,image,0.21875,,0.9986611166458863,20
14,4,image,0.28125,,0.9611749596984013,24
14,5,image,0.34375,,0.7637313389875147,40
14,6,image,0.40625,,0.2119220664466827,36
14,7,image,0.46875,,0.19340417861651724,48
14,8,image,0.53125,,0.04819377167691724,56
14,9,image,0.59375,,-0.3925600482282118,56
14,10,image,0.65625,,-0.35909147913393025,68
14,11,image,0.71875,,0.015294945799160424,64
14,12,image,0.78125,,-0.19201306646495908,80
14,13,image,0.84375,,-0.23881371360153264,92
14,14,image,0.90625,,-0.09954911902301188,88
14,15,image,0.96875,,-0.14776048632816402,98
